Rt,temp_hex,temp_ch,temp_chamber,MV,Heater On
2022-09-23 08:57:35,-118.21875,-183.109375,-116.828125,0.0,False
2022-09-23 08:57:39,-118.2421875,-183.0546875,-116.7578125,-190.4287174417894,Off
2022-09-23 08:58:35,-118.21875,-183.078125,-116.921875,0.0,False
2022-09-23 08:58:40,-118.1640625,-183.0,-116.7890625,-190.79517700223053,Off
2022-09-23 08:58:44,-118.0546875,-182.9453125,-116.7578125,-189.48359478187916,Off
2022-09-23 08:58:47,-118.1796875,-183.0234375,-116.7578125,-188.16862490550588,Off
2022-09-23 08:58:51,-118.3125,-182.921875,-116.7890625,-186.8385382511077,Off
2022-09-23 08:58:55,-110.3671875,-182.96875,-116.7734375,-268.520776534008,Off
2022-09-23 08:58:58,-110.40625,-182.890625,-116.921875,-265.92678474215035,Off
2022-09-23 08:59:02,-110.40625,-182.96875,-116.828125,-265.9375,Off
2022-09-23 08:59:06,-110.4140625,-182.921875,-116.828125,-265.8572262055591,Off
2022-09-23 08:59:09,-110.4140625,-182.8671875,-116.71875,-265.859375,Off
2022-09-23 08:59:13,-110.453125,-182.9453125,-116.84375,-265.458008563565,Off
2022-09-23 08:59:16,-110.453125,-183.0,-116.9375,-265.46875,Off
2022-09-23 08:59:20,-110.4375,-182.96875,-116.828125,-265.62929877228254,Off
2022-09-23 08:59:24,-110.5390625,-183.0234375,-116.84375,-264.58149278909326,Off
2022-09-23 08:59:27,-110.5,-183.0234375,-116.953125,-265.0106575661044,Off
2022-09-23 08:59:31,-110.4140625,-183.1640625,-116.828125,-265.8829283386594,Off
2022-09-23 08:59:35,-110.453125,-182.96875,-116.84375,-265.4579785848271,Off
2022-09-23 08:59:38,-110.515625,-183.0546875,-116.8125,-264.8266475194475,Off
2022-09-23 08:59:42,-110.4375,-183.109375,-116.8828125,-265.6464035176415,Off
2022-09-23 08:59:46,-110.4140625,-183.1875,-116.8984375,-265.8658153659158,Off
2022-09-23 08:59:49,-110.453125,-183.0,-116.9921875,-265.4580034541743,Off
2022-09-23 08:59:53,-110.4140625,-183.1328125,-116.8984375,-265.87010342917176,Off
2022-09-23 08:59:57,-110.46875,-183.0234375,-116.8984375,-265.297534973156,Off
2022-09-23 09:00:00,-110.4375,-183.0234375,-116.828125,-265.6335629244812,Off
2022-09-23 09:00:04,-110.4140625,-183.1328125,-116.84375,-265.865816136047,Off
2022-09-23 09:00:08,-110.4375,-182.96875,-116.8125,-265.6185848672197,Off
2022-09-23 09:00:11,-110.40625,-183.0234375,-116.8671875,-265.9460667772285,Off
2022-09-23 09:00:15,-110.40625,-183.1328125,-116.8125,-265.9375,Off
2022-09-23 09:00:18,-110.4375,-183.2734375,-116.8671875,-265.61632014265024,Off
2022-09-23 09:00:22,-110.4140625,-182.96875,-116.828125,-265.8658014169248,Off
2022-09-23 09:00:26,-110.3359375,-182.96875,-116.921875,-266.66204087228016,Off
2022-09-23 09:00:29,-110.3359375,-182.9453125,-116.71875,-266.640625,Off
2022-09-23 09:00:33,-110.4375,-182.921875,-116.7890625,-265.59679129489047,Off
2022-09-23 09:00:37,-110.40625,-183.0,-116.8984375,-265.94608705947854,Off
2022-09-23 09:00:40,-110.40625,-182.96875,-116.7734375,-265.9375,Off
2022-09-23 09:00:44,-110.453125,-182.9453125,-116.8828125,-265.4558820537251,Off
